ccode,value,target_year,quarter
ISL,-0.279176589,2015,3
ISL,0.947205551,2015,4
ISL,-2.656924295,2016,1
ISL,6.637651722,2016,2
ISL,2.57936154,2016,3
ISL,2.645431284,2016,4
ISL,-3.831799453,2017,1
ISL,3.045936625,2017,2
ISL,0.753577107,2017,3
ISL,2.509083642,2017,4
ISL,-0.043045376,2018,1
ISL,2.434846662,2018,2
ISL,-1.224601853,2018,3
ISL,2.670331951,2018,4
ISL,-0.619228742,2019,1
ISL,0.424519614,2019,2
ISL,-1.09733248,2019,3
ISL,2.787268386,2019,4
ISL,-6.052123546,2020,1
ISL,-6.668670574,2020,2
ISL,3.140361555,2020,3
ISL,2.874924009,2020,4
ISL,-2.38689818,2021,1
ISL,3.418195593,2021,2
ISL,2.642689582,2021,3
ISL,3.511719095,2021,4
ISL,-1.472015764,2022,1
ISL,3.220668575,2022,2
ISL,0.235724205,2022,3
ISL,2.184471979,2022,4
ISL,0.334398188,2023,1
GBR,0.646784046,1985,1
GBR,2.022236956,1985,2
GBR,0.072487315,1985,3
GBR,0.149865121,1985,4
GBR,0.900695474,1986,1
GBR,0.509533898,1986,2
GBR,0.456712443,1986,3
GBR,1.561500019,1986,4
GBR,0.936613316,1987,1
GBR,1.47921727,1987,2
GBR,2.383817874,1987,3
GBR,1.336047676,1987,4
GBR,1.520296542,1988,1
GBR,0.217352449,1988,2
GBR,1.345872731,1988,3
GBR,0.750731405,1988,4
GBR,0.513393136,1989,1
GBR,0.406816898,1989,2
GBR,-0.008344433,1989,3
GBR,0.184520093,1989,4
GBR,0.850561025,1990,1
GBR,0.35209975,1990,2
GBR,-1.209277939,1990,3
GBR,-0.412552456,1990,4
GBR,-0.489243764,1991,1
GBR,-0.375509086,1991,2
GBR,-0.290975691,1991,3
GBR,0.200923433,1991,4
GBR,-0.044733911,1992,1
GBR,-0.326734997,1992,2
GBR,0.552309243,1992,3
GBR,0.537097177,1992,4
GBR,0.668095416,1993,1
GBR,0.395852038,1993,2
GBR,0.758772442,1993,3
GBR,0.587440486,1993,4
GBR,1.055220156,1994,1
GBR,1.060404658,1994,2
GBR,1.083125744,1994,3
GBR,0.485532426,1994,4
GBR,0.250800926,1995,1
GBR,0.182819088,1995,2
GBR,1.001778287,1995,3
GBR,0.178658391,1995,4
GBR,0.404140934,1996,1
GBR,0.039821691,1996,2
GBR,1.063589112,1996,3
GBR,0.99572411,1996,4
GBR,1.532448804,1997,1
GBR,1.061110574,1997,2
GBR,0.934035136,1997,3
GBR,1.45499958,1997,4
GBR,0.600514803,1998,1
GBR,0.532167608,1998,2
GBR,0.300977384,1998,3
GBR,0.625417867,1998,4
GBR,0.71753313,1999,1
GBR,0.404129602,1999,2
GBR,1.680630967,1999,3
GBR,1.44958507,1999,4
GBR,1.161303589,2000,1
GBR,0.654921704,2000,2
GBR,0.510036966,2000,3
GBR,0.429040478,2000,4
GBR,0.856367003,2001,1
GBR,0.366006178,2001,2
GBR,0.460117524,2001,3
GBR,0.162426854,2001,4
GBR,0.347322027,2002,1
GBR,0.525863509,2002,2
GBR,0.725898944,2002,3
GBR,0.838067847,2002,4
GBR,0.633321254,2003,1
GBR,0.856305203,2003,2
GBR,0.985626756,2003,3
GBR,0.777338573,2003,4
GBR,0.44474421,2004,1
GBR,0.529076685,2004,2
GBR,0.238714305,2004,3
GBR,0.316186089,2004,4
GBR,0.750302595,2005,1
GBR,0.946491587,2005,2
GBR,0.857838571,2005,3
GBR,1.043946134,2005,4
GBR,0.344745269,2006,1
GBR,0.235756048,2006,2
GBR,0.142617665,2006,3
GBR,0.436638333,2006,4
GBR,1.040825177,2007,1
GBR,0.658963332,2007,2
GBR,0.760831396,2007,3
GBR,0.660700654,2007,4
GBR,0.484699608,2008,1
GBR,-0.476414117,2008,2
GBR,-1.513153285,2008,3
GBR,-2.235659661,2008,4
GBR,-1.940930979,2009,1
GBR,-0.286786226,2009,2
GBR,0.132204777,2009,3
GBR,0.341005222,2009,4
GBR,0.949826918,2010,1
GBR,1.143742541,2010,2
GBR,0.63431984,2010,3
GBR,0.137385936,2010,4
GBR,0.253645895,2011,1
GBR,0.05554265,2011,2
GBR,0.153660086,2011,3
GBR,-0.041728047,2011,4
GBR,0.830481781,2012,1
GBR,-0.056038575,2012,2
GBR,1.242536205,2012,3
GBR,-0.101464519,2012,4
GBR,0.234370798,2013,1
GBR,0.678973491,2013,2
GBR,0.749008394,2013,3
GBR,0.642727656,2013,4
GBR,0.937213186,2014,1
GBR,0.874234419,2014,2
GBR,0.759640948,2014,3
GBR,0.650659625,2014,4
GBR,0.412696486,2015,1
GBR,0.632878074,2015,2
GBR,0.430890009,2015,3
GBR,0.738668699,2015,4
GBR,0.365381448,2016,1
GBR,0.629457625,2016,2
GBR,0.441599466,2016,3
GBR,0.64995375,2016,4
GBR,0.73915971,2017,1
GBR,0.536199019,2017,2
GBR,0.515931658,2017,3
GBR,0.627325988,2017,4
GBR,0.149766105,2018,1
GBR,0.454842112,2018,2
GBR,0.555787083,2018,3
GBR,0.257173624,2018,4
GBR,0.630363596,2019,1
GBR,0.109963441,2019,2
GBR,0.610854174,2019,3
GBR,-0.025112203,2019,4
GBR,-2.640828448,2020,1
GBR,-20.991372606,2020,2
GBR,16.608614293,2020,3
GBR,1.213880983,2020,4
GBR,-1.052939341,2021,1
GBR,6.52844295,2021,2
GBR,1.733513287,2021,3
GBR,1.525013404,2021,4
GBR,0.487184155,2022,1
GBR,0.05129824,2022,2
GBR,-0.093938796,2022,3
GBR,0.129018134,2022,4
GBR,0.125446905,2023,1
EST,-0.988346394,1995,2
EST,-0.337686778,1995,3
EST,1.169999267,1995,4
EST,0.899311948,1996,1
EST,1.702640906,1996,2
EST,3.180538952,1996,3
EST,2.032042567,1996,4
EST,3.625720995,1997,1
EST,4.202831486,1997,2
EST,2.693309229,1997,3
EST,3.131922478,1997,4
EST,0.818750899,1998,1
EST,-0.565287129,1998,2
EST,-0.101681768,1998,3
EST,-1.820650521,1998,4
EST,-0.757954816,1999,1
EST,0.877412453,1999,2
EST,1.031388809,1999,3
EST,2.589980216,1999,4
EST,3.798030178,2000,1
EST,2.504250909,2000,2
EST,1.233841393,2000,3
EST,2.249922006,2000,4
EST,1.442799399,2001,1
EST,0.124262804,2001,2
EST,2.065120284,2001,3
EST,1.467101159,2001,4
EST,0.696996917,2002,1
EST,3.497038928,2002,2
EST,2.004470128,2002,3
EST,0.732021329,2002,4
EST,2.293804776,2003,1
EST,2.315752309,2003,2
EST,0.983639362,2003,3
EST,2.611120275,2003,4
EST,2.319078607,2004,1
EST,-0.679633543,2004,2
EST,2.261346018,2004,3
EST,2.078502913,2004,4
EST,1.756258866,2005,1
EST,3.959926751,2005,2
EST,2.394843156,2005,3
EST,2.309238168,2005,4
EST,2.297257292,2006,1
EST,2.094785244,2006,2
EST,2.290223412,2006,3
EST,2.480963173,2006,4
EST,3.315682022,2007,1
EST,0.390307795,2007,2
EST,0.201068205,2007,3
EST,-0.600339009,2007,4
EST,-2.220162216,2008,1
EST,1.015879619,2008,2
EST,0.047697236,2008,3
EST,-11.798107482,2008,4
EST,-2.651966028,2009,1
EST,-3.374439485,2009,2
EST,-1.96713794,2009,3
EST,0.468827069,2009,4
EST,1.378154516,2010,1
EST,1.267530748,2010,2
EST,1.465732599,2010,3
EST,2.101125457,2010,4
EST,2.027469366,2011,1
EST,1.909178293,2011,2
EST,1.670493718,2011,3
EST,-0.032902539,2011,4
EST,0.593755642,2012,1
EST,1.226170257,2012,2
EST,0.49992735,2012,3
EST,0.888182941,2012,4
EST,0.479254465,2013,1
EST,-0.256550279,2013,2
EST,-0.248682096,2013,3
EST,-0.049911782,2013,4
EST,1.641611363,2014,1
EST,0.408102545,2014,2
EST,1.340419745,2014,3
EST,1.497655711,2014,4
EST,-1.396812965,2015,1
EST,1.972412681,2015,2
EST,0.744767184,2015,3
EST,-0.185242583,2015,4
EST,1.623670307,2016,1
EST,-0.178400844,2016,2
EST,1.084935492,2016,3
EST,1.208821928,2016,4
EST,2.071119434,2017,1
EST,1.757574934,2017,2
EST,0.351674845,2017,3
EST,1.52559811,2017,4
EST,0.687528878,2018,1
EST,0.869806081,2018,2
EST,0.862931047,2018,3
EST,1.107363554,2018,4
EST,1.526249623,2019,1
EST,0.166900455,2019,2
EST,0.294783059,2019,3
EST,1.155286517,2019,4
EST,0.71607627,2020,1
EST,-6.730633783,2020,2
EST,4.671273845,2020,3
EST,2.707694561,2020,4
EST,2.85952716,2021,1
EST,2.605918386,2021,2
EST,0.729485006,2021,3
EST,0.46242475,2021,4
EST,-0.777853608,2022,1
EST,-1.05175024,2022,2
EST,-1.091789905,2022,3
EST,-1.004297259,2022,4
EST,-0.611931217,2023,1
DNK,0.317686043,1985,1
DNK,1.610371546,1985,2
DNK,2.179652219,1985,3
DNK,1.901622049,1985,4
DNK,0.865081814,1986,1
DNK,-0.296741302,1986,2
DNK,-0.039017767,1986,3
DNK,0.367632584,1986,4
DNK,-1.569174494,1987,1
DNK,3.024836903,1987,2
DNK,-1.381495735,1987,3
DNK,0.595971644,1987,4
DNK,0.98007254,1988,1
DNK,0.055030685,1988,2
DNK,-1.90125445,1988,3
DNK,2.460192868,1988,4
DNK,1.130299648,1989,1
DNK,-2.001584299,1989,2
DNK,-1.486353377,1989,3
DNK,1.6576394,1989,4
DNK,-0.555739332,1990,1
DNK,2.248686049,1990,2
DNK,0.288459453,1990,3
DNK,-1.073961938,1990,4
DNK,0.295591234,1991,1
DNK,1.078705412,1991,2
DNK,0.740823925,1991,3
DNK,-0.985146169,1991,4
DNK,1.441056024,1992,1
DNK,-0.798038372,1992,2
DNK,2.712643035,1992,3
DNK,-0.440450662,1992,4
DNK,-1.201042066,1993,1
DNK,-0.413519134,1993,2
DNK,0.165747008,1993,3
DNK,2.188264271,1993,4
DNK,1.222447407,1994,1
DNK,2.928826792,1994,2
DNK,-0.468871678,1994,3
DNK,2.508937106,1994,4
DNK,0.514218948,1995,1
DNK,-0.286098332,1995,2
DNK,0.4170515,1995,3
DNK,0.731687334,1995,4
DNK,0.015030293,1996,1
DNK,2.708013266,1996,2
DNK,0.282819107,1996,3
DNK,0.034009024,1996,4
DNK,1.255106285,1997,1
DNK,1.717487195,1997,2
DNK,-0.282299164,1997,3
DNK,-0.013656432,1997,4
DNK,1.507787696,1998,1
DNK,-0.7552173,1998,2
DNK,1.837315059,1998,3
DNK,0.320757081,1998,4
DNK,0.906036323,1999,1
DNK,0.516383093,1999,2
DNK,0.618053367,1999,3
DNK,1.398796059,1999,4
DNK,0.975099668,2000,1
DNK,1.138417342,2000,2
DNK,0.276238214,2000,3
DNK,0.977800167,2000,4
DNK,-1.085721803,2001,1
DNK,0.488181251,2001,2
DNK,0.897826274,2001,3
DNK,-0.197216541,2001,4
DNK,-0.033566445,2002,1
DNK,-0.009920153,2002,2
DNK,0.340052292,2002,3
DNK,-0.330022229,2002,4
DNK,0.535905782,2003,1
DNK,-0.930017583,2003,2
DNK,0.343466356,2003,3
DNK,1.86298281,2003,4
DNK,0.481617502,2004,1
DNK,0.595381652,2004,2
DNK,0.235625688,2004,3
DNK,1.08087338,2004,4
DNK,-0.362985061,2005,1
DNK,1.968906957,2005,2
DNK,0.111335017,2005,3
DNK,0.324723372,2005,4
DNK,1.256661041,2006,1
DNK,2.982414581,2006,2
DNK,-0.666822567,2006,3
DNK,-0.271021311,2006,4
DNK,0.33129799,2007,1
DNK,-0.447886765,2007,2
DNK,0.939515371,2007,3
DNK,1.005988508,2007,4
DNK,-0.041561001,2008,1
DNK,-0.922683985,2008,2
DNK,-0.584136662,2008,3
DNK,-2.361480698,2008,4
DNK,-1.423447795,2009,1
DNK,-1.938341181,2009,2
DNK,0.345762915,2009,3
DNK,0.090743262,2009,4
DNK,0.863569079,2010,1
DNK,0.683517919,2010,2
DNK,1.585373276,2010,3
DNK,-0.225049653,2010,4
DNK,0.217842912,2011,1
DNK,1.002326552,2011,2
DNK,-1.243706016,2011,3
DNK,0.817187733,2011,4
DNK,-0.069457024,2012,1
DNK,0.075250259,2012,2
DNK,0.093894243,2012,3
DNK,-0.16162989,2012,4
DNK,0.563835211,2013,1
DNK,0.074281939,2013,2
DNK,0.633381867,2013,3
DNK,0.201104009,2013,4
DNK,0.253255592,2014,1
DNK,-0.072441775,2014,2
DNK,1.673875429,2014,3
DNK,0.358693362,2014,4
DNK,0.684680081,2015,1
DNK,0.467773075,2015,2
DNK,0.301652901,2015,3
DNK,0.222825124,2015,4
DNK,1.152059046,2016,1
DNK,1.352637774,2016,2
DNK,0.848381829,2016,3
DNK,0.720496974,2016,4
DNK,0.654390627,2017,1
DNK,1.117777678,2017,2
DNK,-0.366774101,2017,3
DNK,0.75496245,2017,4
DNK,0.512055136,2018,1
DNK,0.502598831,2018,2
DNK,0.602133078,2018,3
DNK,0.499343436,2018,4
DNK,-0.218151328,2019,1
DNK,1.005162294,2019,2
DNK,0.457313711,2019,3
DNK,-0.304142897,2019,4
DNK,-0.498811568,2020,1
DNK,-6.06957222,2020,2
DNK,5.853553547,2020,3
DNK,0.223552507,2020,4
DNK,0.62713415,2021,1
DNK,2.107573524,2021,2
DNK,0.859734822,2021,3
DNK,2.79763594,2021,4
DNK,-0.491571803,2022,1
DNK,1.272627241,2022,2
DNK,0.346185161,2022,3
DNK,0.475262122,2022,4
DNK,0.244028043,2023,1
ESP,1.115984954,1985,1
ESP,-0.093929207,1985,2
ESP,1.036666832,1985,3
ESP,1.148468301,1985,4
ESP,0.28204135,1986,1
ESP,2.381555918,1986,2
ESP,-0.705039025,1986,3
ESP,0.638803135,1986,4
ESP,2.048184242,1987,1
ESP,1.49605753,1987,2
ESP,2.065202533,1987,3
ESP,2.045736097,1987,4
ESP,0.321543408,1988,1
ESP,1.22318158,1988,2
ESP,1.802907916,1988,3
ESP,-0.224281664,1988,4
ESP,2.358130461,1989,1
ESP,0.984088837,1989,2
ESP,1.339679544,1989,3
ESP,-0.166005345,1989,4
ESP,0.87601898,1990,1
ESP,1.699634141,1990,2
ESP,-0.29846911,1990,3
ESP,3.78168337,1990,4
ESP,-1.921754413,1991,1
ESP,1.219274668,1991,2
ESP,0.755272475,1991,3
ESP,0.497512438,1991,4
ESP,0.997700538,1992,1
ESP,-1.303955142,1992,2
ESP,0.0638667,1992,3
ESP,-0.651596125,1992,4
ESP,-0.932984303,1993,1
ESP,-0.00677533,1993,2
ESP,1.203186557,1993,3
ESP,0.376845971,1993,4
ESP,0.827092028,1994,1
ESP,0.219252651,1994,2
ESP,0.793995059,1994,3
ESP,0.374223486,1994,4
ESP,1.139887818,1995,1
ESP,0.626475344,1995,2
ESP,0.404785766,1995,3
ESP,0.747758398,1995,4
ESP,0.596091367,1996,1
ESP,0.744412778,1996,2
ESP,0.857968292,1996,3
ESP,0.521448142,1996,4
ESP,1.02024876,1997,1
ESP,0.912896259,1997,2
ESP,1.191036053,1997,3
ESP,1.366050308,1997,4
ESP,0.881427181,1998,1
ESP,1.134158547,1998,2
ESP,0.945725553,1998,3
ESP,1.086423705,1998,4
