target,horizon,method,error_method,source,score
ngdp_rpch,0,rolling window,absolute,bvar_const,0.14254999501872
ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.699910306621768
ngdp_rpch,1,rolling window,absolute,bvar_const,1.46279277964356
ngdp_rpch,1.5,rolling window,absolute,bvar_const,1.7822805778678
pcpi_pch,0,rolling window,absolute,bvar_const,0.104334792767191
pcpi_pch,0.5,rolling window,absolute,bvar_const,0.393981334770288
pcpi_pch,1,rolling window,absolute,bvar_const,0.922909197352775
pcpi_pch,1.5,rolling window,absolute,bvar_const,1.28827668698795
ngdp_rpch,0,rolling window,absolute,bvar_const-direct,0.148572624559128
ngdp_rpch,0.5,rolling window,absolute,bvar_const-direct,0.716754020687569
ngdp_rpch,1,rolling window,absolute,bvar_const-direct,1.46560294539035
ngdp_rpch,1.5,rolling window,absolute,bvar_const-direct,1.76826080116366
pcpi_pch,0,rolling window,absolute,bvar_const-direct,0.108411423202875
pcpi_pch,0.5,rolling window,absolute,bvar_const-direct,0.478387225343011
pcpi_pch,1,rolling window,absolute,bvar_const-direct,1.06403712441986
pcpi_pch,1.5,rolling window,absolute,bvar_const-direct,1.39988457329677
ngdp_rpch,0,rolling window,absolute,bvar_mix,0.140216931790904
ngdp_rpch,0.5,rolling window,absolute,bvar_mix,0.686649711665012
ngdp_rpch,1,rolling window,absolute,bvar_mix,1.42707632174493
ngdp_rpch,1.5,rolling window,absolute,bvar_mix,1.73051873295685
pcpi_pch,0,rolling window,absolute,bvar_mix,0.101723821478759
pcpi_pch,0.5,rolling window,absolute,bvar_mix,0.382230634654147
pcpi_pch,1,rolling window,absolute,bvar_mix,0.797915280625536
pcpi_pch,1.5,rolling window,absolute,bvar_mix,1.06592383788895
ngdp_rpch,0,rolling window,absolute,bvar_mix-direct,0.137921368809339
ngdp_rpch,0.5,rolling window,absolute,bvar_mix-direct,0.666508307175182
ngdp_rpch,1,rolling window,absolute,bvar_mix-direct,1.40781623127043
ngdp_rpch,1.5,rolling window,absolute,bvar_mix-direct,1.69377496911158
pcpi_pch,0,rolling window,absolute,bvar_mix-direct,0.0998439699543052
pcpi_pch,0.5,rolling window,absolute,bvar_mix-direct,0.410707820997016
pcpi_pch,1,rolling window,absolute,bvar_mix-direct,0.881820955202691
pcpi_pch,1.5,rolling window,absolute,bvar_mix-direct,1.12121272044758
ngdp_rpch,0,rolling window,absolute,bvar_qu-direct,0.176541274712131
ngdp_rpch,0.5,rolling window,absolute,bvar_qu-direct,0.772769225265628
ngdp_rpch,1,rolling window,absolute,bvar_qu-direct,1.98399573692183
ngdp_rpch,1.5,rolling window,absolute,bvar_qu-direct,2.09284525225368
pcpi_pch,0,rolling window,absolute,bvar_qu-direct,0.108841103826983
pcpi_pch,0.5,rolling window,absolute,bvar_qu-direct,0.455614637001
pcpi_pch,1,rolling window,absolute,bvar_qu-direct,1.01732685859071
pcpi_pch,1.5,rolling window,absolute,bvar_qu-direct,1.19328547567477
ngdp_rpch,0,rolling window,absolute,mean_ensemble,0.241381532391724
ngdp_rpch,0.5,rolling window,absolute,mean_ensemble,0.567400520128824
ngdp_rpch,1,rolling window,absolute,mean_ensemble,1.38108689712683
ngdp_rpch,1.5,rolling window,absolute,mean_ensemble,1.62202503245022
pcpi_pch,0,rolling window,absolute,mean_ensemble,0.102055474979878
pcpi_pch,0.5,rolling window,absolute,mean_ensemble,0.314433860475707
pcpi_pch,1,rolling window,absolute,mean_ensemble,0.872028983123394
pcpi_pch,1.5,rolling window,absolute,mean_ensemble,1.11360387964371
