target_year,target,horizon,model,interval_score,dispersion,underprediction,overprediction,interval_score_50,interval_score_80,unweighted_interval_score,coverage_10,coverage_20,coverage_30,coverage_40,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,qucoverage_5,qucoverage_10,qucoverage_15,qucoverage_20,qucoverage_25,qucoverage_30,qucoverage_35,qucoverage_40,qucoverage_45,qucoverage_55,qucoverage_60,qucoverage_65,qucoverage_70,qucoverage_75,qucoverage_80,qucoverage_85,qucoverage_90,qucoverage_95
2017,pcpi_pch,1,arx_annual,0.407266299180274,0.175043765540792,0.120361192057872,0.11186134158161,1.86396252583338,2.60717078605559,1.94850872472924,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
2018,pcpi_pch,1,arx_annual,0.324681965169255,0.175702595384782,0.112592253786617,0.0363871159978561,1.48037775539586,1.90894865727429,1.52814408902449,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,1,1,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,1,1
2019,pcpi_pch,1,arx_annual,0.345997529309263,0.174531104313438,0.000150603818763233,0.171315821177062,1.43214049036658,2.20254684408808,1.62406951266428,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,1,0,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1
2020,pcpi_pch,1,arx_annual,0.768158310185609,0.172867679139003,0,0.595290631046606,3.53136911736571,3.85868188133898,3.32687500424734,0,0,0,0,0,0,0,0.142857142857143,0.714285714285714,0.285714285714286,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,pcpi_pch,1,arx_annual,1.16184640307422,0.177657542748305,0.984188860325915,0,5.14756845234423,8.00117682679712,5.78721453591313,0,0,0,0,0,0,0,0.166666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.5
2022,pcpi_pch,1,arx_annual,5.08792060890365,0.18140120237508,4.90651940652858,0,20.976113438468,47.1500322937444,30.3464450997853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,pcpi_pch,1,arx_annual,1.24784392570518,0.190805669192574,0.979390945843254,0.0776473106693481,5.53051579701733,9.24974678481465,6.49581972619729,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
2013,pcpi_pch,1.5,arx_annual,0.46060212684509,0.173668882217652,0.0270549000923089,0.259878344535129,2.01195944882406,1.95603924259628,1.95817187275456,0,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.714285714285714,1,0,0.285714285714286,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1
2014,pcpi_pch,1.5,arx_annual,0.798253398852454,0.170987586234886,0.145410282865746,0.481855529751822,3.60790849178537,5.1363538868638,3.81435164078403,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
2015,pcpi_pch,1.5,arx_annual,1.23131437376481,0.170947745713739,0,1.06036662805107,5.42469679329244,9.26217967884469,6.43609853574702,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1
2016,pcpi_pch,1.5,arx_annual,0.864561021774775,0.17433385805208,0,0.690227163722695,3.87083461544484,5.5955451530754,4.15643455227203,0,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1
2017,pcpi_pch,1.5,arx_annual,0.324934742299886,0.187169361157358,0.113621471395877,0.0241439097466502,1.56115560676069,2.590790934369,1.69581920560933,0.142857142857143,0.142857142857143,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0,0,0,0,0,0,0.142857142857143,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
2018,pcpi_pch,1.5,arx_annual,0.391786161629616,0.187585799568526,0.177187320782425,0.0270130412786658,1.71567278383183,2.16820217848548,1.79338293154807,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1,0,0,0,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1
2019,pcpi_pch,1.5,arx_annual,0.325417104248767,0.185694398791228,0.00516911803865929,0.134553587418879,1.41729372951936,2.01750618685838,1.5415937995649,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,0.857142857142857,1,1,0,0,0.142857142857143,0.285714285714286,0.285714285714286,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1
2020,pcpi_pch,1.5,arx_annual,0.833376457450924,0.184203194271056,0,0.649173263179868,3.84191527363338,4.24327483113824,3.56854103244892,0,0,0,0,0,0,0,0.142857142857143,0.571428571428571,0.428571428571429,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,pcpi_pch,1.5,arx_annual,0.993870042520915,0.188225630019105,0.805644412501809,0,4.37501785536426,6.54310425668159,4.87347848032921,0,0,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0.5
2022,pcpi_pch,1.5,arx_annual,5.64907593327103,0.192571741467217,5.45650419180381,0,23.259186691252,52.5319460360462,33.7732578752097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,pcpi_pch,1.5,arx_annual,2.61317456220965,0.199287995950348,2.41388656625931,0,11.1345675737598,22.0245303342667,14.6205844907256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,ngdp_rpch,0,bvar_const,0.177160074022243,0.0500115647266648,0.00404470835284703,0.123103800942731,0.782416262317741,1.29429311076365,0.908616095110669,0,0.142857142857143,0.285714285714286,0.285714285714286,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1
2014,ngdp_rpch,0,bvar_const,0.373165434373349,0.0498587830984426,0,0.323306651274907,1.59851205945551,2.8330033499033,1.97971363573346,0,0,0,0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,ngdp_rpch,0,bvar_const,0.294441582511047,0.0495176774309047,0.0564817899978339,0.188442115082308,1.28571861736875,2.16892521033766,1.53321515246697,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0.428571428571429,0.714285714285714,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.714285714285714,0.714285714285714,1
2016,ngdp_rpch,0,bvar_const,0.224099466683963,0.0489123083662974,0.061587799107126,0.113599359210539,0.989656156985025,1.46026813314023,1.08296844086939,0,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714
2017,ngdp_rpch,0,bvar_const,0.214716853527101,0.0487259195574298,0.0014027275085655,0.164588206461105,0.922937241060143,1.58290527717151,1.10790153157091,0,0,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.714285714285714,0.714285714285714,0.857142857142857,0.142857142857143,0.285714285714286,0.285714285714286,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1
2018,ngdp_rpch,0,bvar_const,0.241271566917514,0.0483238003943752,0.0656750031973175,0.127272763325821,1.02675085733075,1.96863964011557,1.31920866582317,0,0.142857142857143,0.142857142857143,0.285714285714286,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
2019,ngdp_rpch,0,bvar_const,0.296325428603737,0.0480565008652887,0.0114834339407141,0.236785493797734,1.30898317047542,2.02630940565538,1.46311259048264,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0.428571428571429,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1
2020,ngdp_rpch,0,bvar_const,0.456327687874195,0.0684009821145988,0.0847259686014992,0.303200737158097,1.99087353319104,3.20409652907639,2.31899564632453,0,0,0,0,0,0,0.142857142857143,0.285714285714286,0.571428571428571,0.285714285714286,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857
2021,ngdp_rpch,0,bvar_const,0.986801318637847,0.0565467283373855,8.26883360786251e-06,0.930246321466853,4.12478667438713,8.88671198277971,5.76944108570294,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1,1,1,1,1
2022,ngdp_rpch,0,bvar_const,0.25849922817516,0.0561903580230011,0.00418062699256664,0.198128243159592,1.15156341797334,1.60758241322209,1.22306116606557,0,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1
2023,ngdp_rpch,0,bvar_const,0.162970108716931,0.0560991150383661,0.0446276528490138,0.0622433408295506,0.743580153705011,0.934377507627662,0.740273816103231,0,0,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.5,0.833333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.5,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333
2013,ngdp_rpch,0.5,bvar_const,0.292539115231094,0.226735594416544,0.0245947208820188,0.0412087999325313,1.29652087609153,2.46353590545292,1.57061881235468,0,0.142857142857143,0.571428571428571,0.714285714285714,1,1,1,1,1,0,0,0,0,0,0.142857142857143,0.285714285714286,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,1,1
2014,ngdp_rpch,0.5,bvar_const,0.674194918014259,0.223490162451688,0.0392700090849564,0.411434746477614,3.051081393929,4.22390217570193,3.18055887453985,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.714285714285714,0.714285714285714,0.857142857142857,0.142857142857143,0.285714285714286,0.285714285714286,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1
2015,ngdp_rpch,0.5,bvar_const,0.508563045421774,0.224424577381493,0.028502202080507,0.255636265959774,2.34754218835387,3.28241883458617,2.42818011029034,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1
2016,ngdp_rpch,0.5,bvar_const,0.341277037425134,0.220440035274301,0,0.120837002150832,1.44771853422338,2.41015687562864,1.69053983724492,0,0,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,1,1,1,1,1,1,1,1,1,1,1
2017,ngdp_rpch,0.5,bvar_const,0.293328584570519,0.216841162597745,0.0112660644142837,0.0652213575584899,1.43098665303622,2.36958097712361,1.57465977716867,0.142857142857143,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1
2018,ngdp_rpch,0.5,bvar_const,0.35974782627259,0.216312672562732,0.00711334273342868,0.13632181097643,1.57349241698774,2.43782998569518,1.7765363733544,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1
2019,ngdp_rpch,0.5,bvar_const,0.361918008122391,0.215615628415897,0,0.146302379706493,1.67390187731676,2.34950064350576,1.78646885985025,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,1,1,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,1,1,1,1,1,1,1,1,1
2020,ngdp_rpch,0.5,bvar_const,3.0649165280587,0.235482290018838,0.0460317927214312,2.78340244531843,12.8274651907915,26.5449674655031,17.4825945014946,0,0,0,0,0,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1
2021,ngdp_rpch,0.5,bvar_const,0.837428688434559,0.19801887517277,0.550866611728286,0.0885432015335029,3.69499187943249,5.55364698302746,4.15234523930924,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,0.833333333333333,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.833333333333333
2022,ngdp_rpch,0.5,bvar_const,0.3988029321348,0.202170230950419,1.80267608736699e-05,0.196614674423508,1.78574541154985,2.20728427229927,1.85188502343141,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,1,1,1,1,1,1,1,1,1
2023,ngdp_rpch,0.5,bvar_const,0.451539671966117,0.198889179890701,0.0226114091079967,0.230039082967419,1.92093322759392,2.17147208764891,1.96537647784865,0,0,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.833333333333333,1,1,0,0,0.166666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1
2013,ngdp_rpch,1,bvar_const,0.718154325284684,0.422297022017459,0.0021007237616743,0.293756579505551,3.31062253583312,4.58730313338563,3.49784244383124,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,1,1,0,0,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,1,1,1,1,1,1,1,1,1
2014,ngdp_rpch,1,bvar_const,0.872068506101708,0.417056087168323,0.00357062622571378,0.451441792707672,4.00079114780037,5.02598227501972,4.04238112135284,0,0.142857142857143,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,0.714285714285714,0.857142857142857,1,0,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1
2015,ngdp_rpch,1,bvar_const,0.677527155899265,0.417012105654779,0,0.260515050244486,2.99720882400347,4.53064388858129,3.3371528973744,0,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,1,1,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,1,1,1,1,1,1,1,1,1,1
2016,ngdp_rpch,1,bvar_const,0.548220230477183,0.411364166249255,0,0.136856064227928,2.53279168663077,4.48933279079939,2.92217666367636,0.142857142857143,0.285714285714286,0.428571428571429,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.571428571428571,0.714285714285714,0.857142857142857,1,1,1,1,1,1,1,1,1
2017,ngdp_rpch,1,bvar_const,0.485237691352564,0.406788071011584,0.0371116710638586,0.0413379492771218,2.32435474846787,4.43815106224722,2.74325747197831,0.142857142857143,0.428571428571429,0.428571428571429,0.857142857142857,1,1,1,1,1,0,0,0,0,0,0,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,1,1
2018,ngdp_rpch,1,bvar_const,0.599949787259024,0.403812346684664,0,0.19613744057436,2.54094728445466,4.38933731591603,3.02533876618792,0,0.285714285714286,0.285714285714286,0.571428571428571,0.857142857142857,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.142857142857143,0.428571428571429,0.714285714285714,0.714285714285714,1,1,1,1,1,1,1,1,1,1
2019,ngdp_rpch,1,bvar_const,0.540990265497828,0.400472693245369,0,0.140517572252458,2.28998806355073,4.36369036341021,2.82746266954049,0,0,0,0.857142857142857,1,1,1,1,1,0,0,0,0,0,0.142857142857143,1,1,1,1,1,1,1,1,1,1,1,1
2020,ngdp_rpch,1,bvar_const,7.56607514138643,0.397494113268076,0,7.16858102811836,31.6253488714882,67.5499529691746,43.9850572032375,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,ngdp_rpch,1,bvar_const,1.60916260167016,0.328515930843165,1.27834380196729,0.0023028688597056,6.88424770384131,12.3645359022547,8.54420899467819,0,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667
2022,ngdp_rpch,1,bvar_const,0.423995937800025,0.333759775780653,0.0175690734445698,0.072667088574802,1.90230556900944,3.61702212370211,2.29790503961832,0,0.166666666666667,0.5,0.833333333333333,1,1,1,1,1,0,0,0,0,0,0.166666666666667,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1
2023,ngdp_rpch,1,bvar_const,0.856688836355943,0.332171989528836,0.00917903919801436,0.515337807629093,3.79869881407195,4.18384977761936,3.69725750485704,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,1,0,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1,1,1
2013,ngdp_rpch,1.5,bvar_const,0.97522247659849,0.476326401534679,0,0.498896075063812,4.2097375435344,5.21205111908936,4.4480379282531,0,0,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,1,0,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.714285714285714,1,1,1,1,1,1,1,1,1,1,1
2014,ngdp_rpch,1.5,bvar_const,0.887747693418904,0.477111048421057,0.0110702252755526,0.399566419722294,4.06033019371698,5.25937232291402,4.23018995925426,0,0.285714285714286,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,1,0,0.142857142857143,0.285714285714286,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1
2015,ngdp_rpch,1.5,bvar_const,0.704847471539959,0.472233479407688,0,0.232613992132272,3.15797415062305,5.16068292036989,3.57573135893974,0.285714285714286,0.285714285714286,0.571428571428571,0.714285714285714,0.714285714285714,0.857142857142857,1,1,1,0,0,0,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.714285714285714,0.714285714285714,1,1,1,1,1,1,1,1,1
2016,ngdp_rpch,1.5,bvar_const,0.75497475252689,0.472567834507329,0.000538391198569626,0.281868526820991,3.25098847966611,5.13777031180622,3.71723822960021,0.142857142857143,0.142857142857143,0.285714285714286,0.571428571428571,0.714285714285714,0.857142857142857,0.857142857142857,1,1,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1
2017,ngdp_rpch,1.5,bvar_const,0.556415343472336,0.466382575214503,0.0188631845822332,0.0711695836756006,2.66418339202577,5.08247468810134,3.14002767261932,0.142857142857143,0.428571428571429,0.714285714285714,1,1,1,1,1,1,0,0,0,0,0,0,0.285714285714286,0.428571428571429,0.428571428571429,0.571428571428571,0.857142857142857,1,1,1,1,1,1,1
2018,ngdp_rpch,1.5,bvar_const,0.631119258406307,0.459291439907747,3.85605799995095e-05,0.17178925791856,2.70740231499192,5.00328676264734,3.29892863692026,0.142857142857143,0.142857142857143,0.428571428571429,0.714285714285714,0.857142857142857,1,1,1,1,0,0,0,0,0.142857142857143,0.285714285714286,0.571428571428571,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1
2019,ngdp_rpch,1.5,bvar_const,0.719940547856815,0.45438993818324,0,0.265550609673575,2.7996075207798,4.96401570481805,3.49999877486721,0,0,0.142857142857143,0.428571428571429,0.714285714285714,1,1,1,1,0,0,0,0,0.285714285714286,0.571428571428571,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1
2020,ngdp_rpch,1.5,bvar_const,7.59551304328916,0.452197379132318,0,7.14331566415684,31.9681115028757,66.6793380280415,43.6128711545853,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,ngdp_rpch,1.5,bvar_const,3.85133996894881,0.472110166472877,3.37922980247593,0,16.6247656171318,30.0437340731176,20.5888222035278,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.5
2022,ngdp_rpch,1.5,bvar_const,0.719791660412661,0.34970233548641,0.34141147224777,0.0286778526784807,3.23663579326707,3.95855926349791,3.32043095791917,0,0.166666666666667,0.166666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,1,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,1
2023,ngdp_rpch,1.5,bvar_const,0.951171128829811,0.357941893228013,0.0086595464745565,0.584569689127241,4.24572654997364,4.50512606555215,4.10058333216704,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.666666666666667,0.833333333333333,1,0,0.166666666666667,0.333333333333333,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,1,1,1,1,1,1,1
2013,pcpi_pch,0,bvar_const,0.0861192028450052,0.0420473463783242,0.0141024625439385,0.0299693939227425,0.373883146550009,0.481704364859813,0.391590064399607,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,0.428571428571429,0.857142857142857,0.857142857142857,1,0,0.142857142857143,0.142857142857143,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,1,1
