target,horizon,method,error_method,source,score
pcpi_pch,1,leave-one-out,absolute,IMF,0.301953370049126
pcpi_pch,1.5,leave-one-out,absolute,IMF,0.337046111516981
ngdp_rpch,0,leave-one-out,absolute,ar,0.22638163307178
ngdp_rpch,0.5,leave-one-out,absolute,ar,0.41232098449955
ngdp_rpch,1,leave-one-out,absolute,ar,0.759613667784655
ngdp_rpch,1.5,leave-one-out,absolute,ar,0.884694475164219
pcpi_pch,0,leave-one-out,absolute,ar,0.0990757146449721
pcpi_pch,0.5,leave-one-out,absolute,ar,0.21742173006191
pcpi_pch,1,leave-one-out,absolute,ar,0.441549477570074
pcpi_pch,1.5,leave-one-out,absolute,ar,0.576105565270672
ngdp_rpch,0,leave-one-out,absolute,bvar,0.220757700877844
ngdp_rpch,0.5,leave-one-out,absolute,bvar,0.387017247265722
ngdp_rpch,1,leave-one-out,absolute,bvar,0.719151554848339
ngdp_rpch,1.5,leave-one-out,absolute,bvar,0.85518370676531
pcpi_pch,0,leave-one-out,absolute,bvar,0.0992572882046817
pcpi_pch,0.5,leave-one-out,absolute,bvar,0.232261078203515
pcpi_pch,1,leave-one-out,absolute,bvar,0.388377376635014
pcpi_pch,1.5,leave-one-out,absolute,bvar,0.563513057365855
ngdp_rpch,0,rolling window,absolute,IMF,0.16859172606653
ngdp_rpch,0.5,rolling window,absolute,IMF,0.290451930416303
ngdp_rpch,1,rolling window,absolute,IMF,0.681552528425779
ngdp_rpch,1.5,rolling window,absolute,IMF,0.863718278680068
pcpi_pch,0,rolling window,absolute,IMF,0.0904486321932533
pcpi_pch,0.5,rolling window,absolute,IMF,0.184144946467263
pcpi_pch,1,rolling window,absolute,IMF,0.347251371037833
pcpi_pch,1.5,rolling window,absolute,IMF,0.361255986475345
ngdp_rpch,0,rolling window,absolute,ar,0.201846369204157
ngdp_rpch,0.5,rolling window,absolute,ar,0.406264502284217
ngdp_rpch,1,rolling window,absolute,ar,0.900897857955653
ngdp_rpch,1.5,rolling window,absolute,ar,1.0279225056107
pcpi_pch,0,rolling window,absolute,ar,0.0928079859633799
pcpi_pch,0.5,rolling window,absolute,ar,0.197024387656023
pcpi_pch,1,rolling window,absolute,ar,0.544594656680331
pcpi_pch,1.5,rolling window,absolute,ar,0.617882135082103
ngdp_rpch,0,rolling window,absolute,bvar,0.194010008319065
ngdp_rpch,0.5,rolling window,absolute,bvar,0.384418391015976
ngdp_rpch,1,rolling window,absolute,bvar,0.849623400917456
ngdp_rpch,1.5,rolling window,absolute,bvar,1.01163540711442
pcpi_pch,0,rolling window,absolute,bvar,0.0921634968963882
pcpi_pch,0.5,rolling window,absolute,bvar,0.220195316668406
pcpi_pch,1,rolling window,absolute,bvar,0.450244099568393
pcpi_pch,1.5,rolling window,absolute,bvar,0.573295339349768
ngdp_rpch,0,expanding window,directional,IMF,0.260207949532656
ngdp_rpch,0.5,expanding window,directional,IMF,0.455919103376136
ngdp_rpch,1,expanding window,directional,IMF,0.935192321846707
ngdp_rpch,1.5,expanding window,directional,IMF,1.19591754079149
pcpi_pch,0,expanding window,directional,IMF,0.13123417576824
pcpi_pch,0.5,expanding window,directional,IMF,0.280658000926431
pcpi_pch,1,expanding window,directional,IMF,0.555366442938042
pcpi_pch,1.5,expanding window,directional,IMF,0.60386193124023
ngdp_rpch,0,expanding window,directional,ar,0.352311380798816
ngdp_rpch,0.5,expanding window,directional,ar,0.530648372841811
ngdp_rpch,1,expanding window,directional,ar,0.978964480221668
ngdp_rpch,1.5,expanding window,directional,ar,1.15056731967225
pcpi_pch,0,expanding window,directional,ar,0.122875964799437
pcpi_pch,0.5,expanding window,directional,ar,0.316276019195452
pcpi_pch,1,expanding window,directional,ar,0.644558225010361
pcpi_pch,1.5,expanding window,directional,ar,0.663186627514858
ngdp_rpch,0,expanding window,directional,bvar,0.356272000554018
ngdp_rpch,0.5,expanding window,directional,bvar,0.557042950218552
ngdp_rpch,1,expanding window,directional,bvar,0.967621028128788
ngdp_rpch,1.5,expanding window,directional,bvar,1.1749681860128
pcpi_pch,0,expanding window,directional,bvar,0.118761561458389
pcpi_pch,0.5,expanding window,directional,bvar,0.36788923995032
pcpi_pch,1,expanding window,directional,bvar,0.642114034190967
pcpi_pch,1.5,expanding window,directional,bvar,0.823431394041552
ngdp_rpch,0,leave-one-out,directional,IMF,0.289990514901289
ngdp_rpch,0.5,leave-one-out,directional,IMF,0.515145759500989
ngdp_rpch,1,leave-one-out,directional,IMF,0.926094847501649
ngdp_rpch,1.5,leave-one-out,directional,IMF,1.08029250476485
pcpi_pch,0,leave-one-out,directional,IMF,0.13776057527654
pcpi_pch,0.5,leave-one-out,directional,IMF,0.287535896102365
pcpi_pch,1,leave-one-out,directional,IMF,0.490981233942799
pcpi_pch,1.5,leave-one-out,directional,IMF,0.565075347203595
ngdp_rpch,0,leave-one-out,directional,ar,0.349491768857136
ngdp_rpch,0.5,leave-one-out,directional,ar,0.542568236314289
ngdp_rpch,1,leave-one-out,directional,ar,0.871030363434467
ngdp_rpch,1.5,leave-one-out,directional,ar,1.03621157784879
pcpi_pch,0,leave-one-out,directional,ar,0.135450996530316
pcpi_pch,0.5,leave-one-out,directional,ar,0.309783418666301
pcpi_pch,1,leave-one-out,directional,ar,0.552005356302304
pcpi_pch,1.5,leave-one-out,directional,ar,0.634242012352126
ngdp_rpch,0,leave-one-out,directional,bvar,0.349568650671666
ngdp_rpch,0.5,leave-one-out,directional,bvar,0.55912468415361
ngdp_rpch,1,leave-one-out,directional,bvar,0.868884531235154
ngdp_rpch,1.5,leave-one-out,directional,bvar,1.05895183947619
pcpi_pch,0,leave-one-out,directional,bvar,0.133111206343382
pcpi_pch,0.5,leave-one-out,directional,bvar,0.33858246498728
pcpi_pch,1,leave-one-out,directional,bvar,0.559626872606671
pcpi_pch,1.5,leave-one-out,directional,bvar,0.720449851810939
ngdp_rpch,0,rolling window,directional,IMF,0.272391994296109
ngdp_rpch,0.5,rolling window,directional,IMF,0.470264957532187
ngdp_rpch,1,rolling window,directional,IMF,0.984217279511571
ngdp_rpch,1.5,rolling window,directional,IMF,1.25303487218905
pcpi_pch,0,rolling window,directional,IMF,0.135638460391706
pcpi_pch,0.5,rolling window,directional,IMF,0.284310892595159
pcpi_pch,1,rolling window,directional,IMF,0.543234813206373
pcpi_pch,1.5,rolling window,directional,IMF,0.584795812436143
ngdp_rpch,0,rolling window,directional,ar,0.356609491698059
ngdp_rpch,0.5,rolling window,directional,ar,0.547391445085015
ngdp_rpch,1,rolling window,directional,ar,1.01884424498135
ngdp_rpch,1.5,rolling window,directional,ar,1.19234972368428
pcpi_pch,0,rolling window,directional,ar,0.125129812521068
pcpi_pch,0.5,rolling window,directional,ar,0.306035853185822
pcpi_pch,1,rolling window,directional,ar,0.647146341506785
pcpi_pch,1.5,rolling window,directional,ar,0.655275886419265
ngdp_rpch,0,rolling window,directional,bvar,0.360104645107538
ngdp_rpch,0.5,rolling window,directional,bvar,0.574749566845698
ngdp_rpch,1,rolling window,directional,bvar,1.00382137478967
ngdp_rpch,1.5,rolling window,directional,bvar,1.20987727108115
pcpi_pch,0,rolling window,directional,bvar,0.120762999406627
pcpi_pch,0.5,rolling window,directional,bvar,0.345424631414035
pcpi_pch,1,rolling window,directional,bvar,0.638714119600664
pcpi_pch,1.5,rolling window,directional,bvar,0.778230508414232
