target_year,target,horizon,method,error_method,source,score
2022,pcpi_pch,1.5,rolling window,absolute,IMF,5.70936925428518
2023,pcpi_pch,1.5,rolling window,absolute,IMF,2.01037347482771
2013,ngdp_rpch,0,rolling window,absolute,ar,0.256970341076943
2014,ngdp_rpch,0,rolling window,absolute,ar,0.359003666144803
2015,ngdp_rpch,0,rolling window,absolute,ar,0.347156620929569
2016,ngdp_rpch,0,rolling window,absolute,ar,0.266413081054096
2017,ngdp_rpch,0,rolling window,absolute,ar,0.312528467012564
2018,ngdp_rpch,0,rolling window,absolute,ar,0.31769581947302
2019,ngdp_rpch,0,rolling window,absolute,ar,0.272904782539401
2020,ngdp_rpch,0,rolling window,absolute,ar,0.510724301766344
2021,ngdp_rpch,0,rolling window,absolute,ar,0.912372514281018
2022,ngdp_rpch,0,rolling window,absolute,ar,0.274014578538369
2023,ngdp_rpch,0,rolling window,absolute,ar,0.216707708981583
2013,ngdp_rpch,0.5,rolling window,absolute,ar,0.401253864950337
2014,ngdp_rpch,0.5,rolling window,absolute,ar,0.811943352759297
2015,ngdp_rpch,0.5,rolling window,absolute,ar,0.56252272881194
2016,ngdp_rpch,0.5,rolling window,absolute,ar,0.459221647267247
2017,ngdp_rpch,0.5,rolling window,absolute,ar,0.44420977832616
2018,ngdp_rpch,0.5,rolling window,absolute,ar,0.521813714131373
2019,ngdp_rpch,0.5,rolling window,absolute,ar,0.516545644455502
2020,ngdp_rpch,0.5,rolling window,absolute,ar,3.64844461640277
2021,ngdp_rpch,0.5,rolling window,absolute,ar,0.848598574248685
2022,ngdp_rpch,0.5,rolling window,absolute,ar,0.486969013379506
2023,ngdp_rpch,0.5,rolling window,absolute,ar,0.571264900989483
2013,ngdp_rpch,1,rolling window,absolute,ar,0.987359963411887
2014,ngdp_rpch,1,rolling window,absolute,ar,1.06270406520672
2015,ngdp_rpch,1,rolling window,absolute,ar,0.955150365999076
2016,ngdp_rpch,1,rolling window,absolute,ar,0.878135336543761
2017,ngdp_rpch,1,rolling window,absolute,ar,0.838139552207297
2018,ngdp_rpch,1,rolling window,absolute,ar,0.855866607237721
2019,ngdp_rpch,1,rolling window,absolute,ar,0.790724808152491
2020,ngdp_rpch,1,rolling window,absolute,ar,7.74762820899575
2021,ngdp_rpch,1,rolling window,absolute,ar,1.36227163738453
2022,ngdp_rpch,1,rolling window,absolute,ar,0.650681512156248
2023,ngdp_rpch,1,rolling window,absolute,ar,0.96837697245573
2013,ngdp_rpch,1.5,rolling window,absolute,ar,1.25843301075428
2014,ngdp_rpch,1.5,rolling window,absolute,ar,1.12559494878827
2015,ngdp_rpch,1.5,rolling window,absolute,ar,1.11413532371332
2016,ngdp_rpch,1.5,rolling window,absolute,ar,1.05543521088231
2017,ngdp_rpch,1.5,rolling window,absolute,ar,0.927969983543173
2018,ngdp_rpch,1.5,rolling window,absolute,ar,0.952269387609119
2019,ngdp_rpch,1.5,rolling window,absolute,ar,1.02895635124921
2020,ngdp_rpch,1.5,rolling window,absolute,ar,7.88920000692329
2021,ngdp_rpch,1.5,rolling window,absolute,ar,2.78082362888866
2022,ngdp_rpch,1.5,rolling window,absolute,ar,0.828625127546696
2023,ngdp_rpch,1.5,rolling window,absolute,ar,1.14669553429998
2013,pcpi_pch,0,rolling window,absolute,ar,0.104197206778556
2014,pcpi_pch,0,rolling window,absolute,ar,0.133622443319736
2015,pcpi_pch,0,rolling window,absolute,ar,0.19421904695704
2016,pcpi_pch,0,rolling window,absolute,ar,0.113576586195271
2017,pcpi_pch,0,rolling window,absolute,ar,0.0926160817559153
2018,pcpi_pch,0,rolling window,absolute,ar,0.104200281433191
2019,pcpi_pch,0,rolling window,absolute,ar,0.101875669595692
2020,pcpi_pch,0,rolling window,absolute,ar,0.105447493135743
2021,pcpi_pch,0,rolling window,absolute,ar,0.156383285023131
2022,pcpi_pch,0,rolling window,absolute,ar,0.983010357536286
2023,pcpi_pch,0,rolling window,absolute,ar,0.245124494511384
2013,pcpi_pch,0.5,rolling window,absolute,ar,0.256388642734182
2014,pcpi_pch,0.5,rolling window,absolute,ar,0.423948753332823
2015,pcpi_pch,0.5,rolling window,absolute,ar,0.25572283715772
2016,pcpi_pch,0.5,rolling window,absolute,ar,0.314640945531875
2017,pcpi_pch,0.5,rolling window,absolute,ar,0.339750417099376
2018,pcpi_pch,0.5,rolling window,absolute,ar,0.340823303995779
2019,pcpi_pch,0.5,rolling window,absolute,ar,0.354915395579014
2020,pcpi_pch,0.5,rolling window,absolute,ar,0.457692178876763
2021,pcpi_pch,0.5,rolling window,absolute,ar,0.514009946800483
2022,pcpi_pch,0.5,rolling window,absolute,ar,1.5917026338014
2023,pcpi_pch,0.5,rolling window,absolute,ar,0.386641407091128
2013,pcpi_pch,1,rolling window,absolute,ar,0.750063151365037
2014,pcpi_pch,1,rolling window,absolute,ar,1.01607455559146
2015,pcpi_pch,1,rolling window,absolute,ar,1.19524621066668
2016,pcpi_pch,1,rolling window,absolute,ar,1.00815013257667
2017,pcpi_pch,1,rolling window,absolute,ar,0.644190222052011
2018,pcpi_pch,1,rolling window,absolute,ar,0.716839402756229
2019,pcpi_pch,1,rolling window,absolute,ar,0.920329212151798
2020,pcpi_pch,1,rolling window,absolute,ar,1.155616772156
2021,pcpi_pch,1,rolling window,absolute,ar,0.74364861319292
2022,pcpi_pch,1,rolling window,absolute,ar,3.24915186263056
2023,pcpi_pch,1,rolling window,absolute,ar,0.713890085774223
2013,pcpi_pch,1.5,rolling window,absolute,ar,1.53720489467483
2014,pcpi_pch,1.5,rolling window,absolute,ar,1.34078354421296
2015,pcpi_pch,1.5,rolling window,absolute,ar,1.92378081781156
2016,pcpi_pch,1.5,rolling window,absolute,ar,1.13801572596466
2017,pcpi_pch,1.5,rolling window,absolute,ar,0.952086572794835
2018,pcpi_pch,1.5,rolling window,absolute,ar,1.04117500898538
2019,pcpi_pch,1.5,rolling window,absolute,ar,1.16272849545927
2020,pcpi_pch,1.5,rolling window,absolute,ar,1.25542785298705
2021,pcpi_pch,1.5,rolling window,absolute,ar,1.01138272764735
2022,pcpi_pch,1.5,rolling window,absolute,ar,3.10382417298282
2023,pcpi_pch,1.5,rolling window,absolute,ar,1.3123058425932
2013,ngdp_rpch,0,rolling window,absolute,ar-direct,0.207033402435292
2014,ngdp_rpch,0,rolling window,absolute,ar-direct,0.361931514093721
2015,ngdp_rpch,0,rolling window,absolute,ar-direct,0.28727054474646
2016,ngdp_rpch,0,rolling window,absolute,ar-direct,0.208072155337942
2017,ngdp_rpch,0,rolling window,absolute,ar-direct,0.231688872182135
2018,ngdp_rpch,0,rolling window,absolute,ar-direct,0.261552340134021
2019,ngdp_rpch,0,rolling window,absolute,ar-direct,0.286477215144251
2020,ngdp_rpch,0,rolling window,absolute,ar-direct,0.52914923893445
2021,ngdp_rpch,0,rolling window,absolute,ar-direct,0.956415391794159
2022,ngdp_rpch,0,rolling window,absolute,ar-direct,0.247269310417698
2023,ngdp_rpch,0,rolling window,absolute,ar-direct,0.200829278283723
2013,ngdp_rpch,0.5,rolling window,absolute,ar-direct,0.470847138312013
2014,ngdp_rpch,0.5,rolling window,absolute,ar-direct,0.837927767779356
2015,ngdp_rpch,0.5,rolling window,absolute,ar-direct,0.631553553686817
2016,ngdp_rpch,0.5,rolling window,absolute,ar-direct,0.459933229801731
2017,ngdp_rpch,0.5,rolling window,absolute,ar-direct,0.453311646731953
2018,ngdp_rpch,0.5,rolling window,absolute,ar-direct,0.481588400353798
2019,ngdp_rpch,0.5,rolling window,absolute,ar-direct,0.506228188111962
2020,ngdp_rpch,0.5,rolling window,absolute,ar-direct,3.63974104596491
2021,ngdp_rpch,0.5,rolling window,absolute,ar-direct,0.842018286530368
2022,ngdp_rpch,0.5,rolling window,absolute,ar-direct,0.566155693052147
2023,ngdp_rpch,0.5,rolling window,absolute,ar-direct,0.583756825259844
2013,ngdp_rpch,1,rolling window,absolute,ar-direct,1.04785260186329
2014,ngdp_rpch,1,rolling window,absolute,ar-direct,1.18252190473886
2015,ngdp_rpch,1,rolling window,absolute,ar-direct,0.899439225418621
2016,ngdp_rpch,1,rolling window,absolute,ar-direct,0.808935359534812
2017,ngdp_rpch,1,rolling window,absolute,ar-direct,0.782990084692804
2018,ngdp_rpch,1,rolling window,absolute,ar-direct,0.854733277736718
2019,ngdp_rpch,1,rolling window,absolute,ar-direct,0.779989736663322
2020,ngdp_rpch,1,rolling window,absolute,ar-direct,7.79340420679341
2021,ngdp_rpch,1,rolling window,absolute,ar-direct,1.43406173098624
2022,ngdp_rpch,1,rolling window,absolute,ar-direct,0.895020767452357
2023,ngdp_rpch,1,rolling window,absolute,ar-direct,0.999132885991233
2013,ngdp_rpch,1.5,rolling window,absolute,ar-direct,1.3596207846931
2014,ngdp_rpch,1.5,rolling window,absolute,ar-direct,1.27427971486444
2015,ngdp_rpch,1.5,rolling window,absolute,ar-direct,1.05297979908682
2016,ngdp_rpch,1.5,rolling window,absolute,ar-direct,1.00449507057503
2017,ngdp_rpch,1.5,rolling window,absolute,ar-direct,0.868369755141736
2018,ngdp_rpch,1.5,rolling window,absolute,ar-direct,0.928593714151009
2019,ngdp_rpch,1.5,rolling window,absolute,ar-direct,0.99958305047232
2020,ngdp_rpch,1.5,rolling window,absolute,ar-direct,7.93813806157863
2021,ngdp_rpch,1.5,rolling window,absolute,ar-direct,2.74679971285694
2022,ngdp_rpch,1.5,rolling window,absolute,ar-direct,0.949232743937454
2023,ngdp_rpch,1.5,rolling window,absolute,ar-direct,1.09711964869104
2013,pcpi_pch,0,rolling window,absolute,ar-direct,0.109038459462864
2014,pcpi_pch,0,rolling window,absolute,ar-direct,0.145421747792444
2015,pcpi_pch,0,rolling window,absolute,ar-direct,0.199387625508765
2016,pcpi_pch,0,rolling window,absolute,ar-direct,0.129916494876776
2017,pcpi_pch,0,rolling window,absolute,ar-direct,0.105646153587582
2018,pcpi_pch,0,rolling window,absolute,ar-direct,0.109252267473043
2019,pcpi_pch,0,rolling window,absolute,ar-direct,0.127130619745653
2020,pcpi_pch,0,rolling window,absolute,ar-direct,0.123327624931481
2021,pcpi_pch,0,rolling window,absolute,ar-direct,0.164174545950711
2022,pcpi_pch,0,rolling window,absolute,ar-direct,0.970076862331616
2023,pcpi_pch,0,rolling window,absolute,ar-direct,0.241218249282482
2013,pcpi_pch,0.5,rolling window,absolute,ar-direct,0.417479865724051
2014,pcpi_pch,0.5,rolling window,absolute,ar-direct,0.45276911275638
2015,pcpi_pch,0.5,rolling window,absolute,ar-direct,0.433750584029833
2016,pcpi_pch,0.5,rolling window,absolute,ar-direct,0.450790091799548
2017,pcpi_pch,0.5,rolling window,absolute,ar-direct,0.444545940695469
2018,pcpi_pch,0.5,rolling window,absolute,ar-direct,0.447132429461533
2019,pcpi_pch,0.5,rolling window,absolute,ar-direct,0.468415032817536
2020,pcpi_pch,0.5,rolling window,absolute,ar-direct,0.44829756605099
2021,pcpi_pch,0.5,rolling window,absolute,ar-direct,0.515927585373106
2022,pcpi_pch,0.5,rolling window,absolute,ar-direct,1.48324715080369
2023,pcpi_pch,0.5,rolling window,absolute,ar-direct,0.421914232352164
2013,pcpi_pch,1,rolling window,absolute,ar-direct,0.909425823917755
2014,pcpi_pch,1,rolling window,absolute,ar-direct,1.03830924045441
2015,pcpi_pch,1,rolling window,absolute,ar-direct,1.19443860483268
2016,pcpi_pch,1,rolling window,absolute,ar-direct,1.0503358506709
2017,pcpi_pch,1,rolling window,absolute,ar-direct,0.896363413277325
2018,pcpi_pch,1,rolling window,absolute,ar-direct,0.888750985699526
2019,pcpi_pch,1,rolling window,absolute,ar-direct,1.00092960901791
2020,pcpi_pch,1,rolling window,absolute,ar-direct,1.16545375921512
2021,pcpi_pch,1,rolling window,absolute,ar-direct,0.999039572617068
2022,pcpi_pch,1,rolling window,absolute,ar-direct,2.83490995543662
2023,pcpi_pch,1,rolling window,absolute,ar-direct,0.943978680053083
2013,pcpi_pch,1.5,rolling window,absolute,ar-direct,1.41855033630173
2014,pcpi_pch,1.5,rolling window,absolute,ar-direct,1.33648772732912
2015,pcpi_pch,1.5,rolling window,absolute,ar-direct,1.73994549845662
2016,pcpi_pch,1.5,rolling window,absolute,ar-direct,1.2898527191509
2017,pcpi_pch,1.5,rolling window,absolute,ar-direct,1.1499730465647
2018,pcpi_pch,1.5,rolling window,absolute,ar-direct,1.18535384164937
2019,pcpi_pch,1.5,rolling window,absolute,ar-direct,1.23685415051426
2020,pcpi_pch,1.5,rolling window,absolute,ar-direct,1.36478579585844
2021,pcpi_pch,1.5,rolling window,absolute,ar-direct,1.11441187134668
2022,pcpi_pch,1.5,rolling window,absolute,ar-direct,2.80363974568168
2023,pcpi_pch,1.5,rolling window,absolute,ar-direct,1.46508162146412
2013,ngdp_rpch,0,rolling window,absolute,ar_annual-direct,0.75926649951642
2014,ngdp_rpch,0,rolling window,absolute,ar_annual-direct,0.711656281069907
2015,ngdp_rpch,0,rolling window,absolute,ar_annual-direct,0.697994502117284
2016,ngdp_rpch,0,rolling window,absolute,ar_annual-direct,0.673473875616925
2017,ngdp_rpch,0,rolling window,absolute,ar_annual-direct,0.689308597501347
2018,ngdp_rpch,0,rolling window,absolute,ar_annual-direct,0.652691344658124
2019,ngdp_rpch,0,rolling window,absolute,ar_annual-direct,0.641533779336108
2020,ngdp_rpch,0,rolling window,absolute,ar_annual-direct,6.96748359744354
2021,ngdp_rpch,0,rolling window,absolute,ar_annual-direct,5.49979839555673
2022,ngdp_rpch,0,rolling window,absolute,ar_annual-direct,1.5674338798961
2023,ngdp_rpch,0,rolling window,absolute,ar_annual-direct,0.933014539060032
2013,ngdp_rpch,0.5,rolling window,absolute,ar_annual-direct,0.758957596662815
2014,ngdp_rpch,0.5,rolling window,absolute,ar_annual-direct,0.711242158959135
2015,ngdp_rpch,0.5,rolling window,absolute,ar_annual-direct,0.699357592667964
2016,ngdp_rpch,0.5,rolling window,absolute,ar_annual-direct,0.673257793555689
2017,ngdp_rpch,0.5,rolling window,absolute,ar_annual-direct,0.68880763075629
2018,ngdp_rpch,0.5,rolling window,absolute,ar_annual-direct,0.651988628334226
2019,ngdp_rpch,0.5,rolling window,absolute,ar_annual-direct,0.641493782490336
2020,ngdp_rpch,0.5,rolling window,absolute,ar_annual-direct,6.96265467568669
2021,ngdp_rpch,0.5,rolling window,absolute,ar_annual-direct,5.52358285761536
2022,ngdp_rpch,0.5,rolling window,absolute,ar_annual-direct,1.59036686132653
2023,ngdp_rpch,0.5,rolling window,absolute,ar_annual-direct,0.93306600629102
2013,ngdp_rpch,1,rolling window,absolute,ar_annual-direct,0.906540785390817
2014,ngdp_rpch,1,rolling window,absolute,ar_annual-direct,0.771841704946923
2015,ngdp_rpch,1,rolling window,absolute,ar_annual-direct,0.720306789473759
2016,ngdp_rpch,1,rolling window,absolute,ar_annual-direct,0.708802847496403
2017,ngdp_rpch,1,rolling window,absolute,ar_annual-direct,0.706255752911407
2018,ngdp_rpch,1,rolling window,absolute,ar_annual-direct,0.68333577817714
2019,ngdp_rpch,1,rolling window,absolute,ar_annual-direct,0.673864459249872
2020,ngdp_rpch,1,rolling window,absolute,ar_annual-direct,6.97618319177483
2021,ngdp_rpch,1,rolling window,absolute,ar_annual-direct,3.24557538869897
2022,ngdp_rpch,1,rolling window,absolute,ar_annual-direct,1.72809272945684
2023,ngdp_rpch,1,rolling window,absolute,ar_annual-direct,0.949704517773075
2013,ngdp_rpch,1.5,rolling window,absolute,ar_annual-direct,0.906807417875384
2014,ngdp_rpch,1.5,rolling window,absolute,ar_annual-direct,0.771865660235876
2015,ngdp_rpch,1.5,rolling window,absolute,ar_annual-direct,0.720516933046444
2016,ngdp_rpch,1.5,rolling window,absolute,ar_annual-direct,0.707674094993097
2017,ngdp_rpch,1.5,rolling window,absolute,ar_annual-direct,0.70745195013825
2018,ngdp_rpch,1.5,rolling window,absolute,ar_annual-direct,0.683137647735739
2019,ngdp_rpch,1.5,rolling window,absolute,ar_annual-direct,0.673172351154808
2020,ngdp_rpch,1.5,rolling window,absolute,ar_annual-direct,6.97091843808873
2021,ngdp_rpch,1.5,rolling window,absolute,ar_annual-direct,3.24759353946
2022,ngdp_rpch,1.5,rolling window,absolute,ar_annual-direct,1.73656120079189
2023,ngdp_rpch,1.5,rolling window,absolute,ar_annual-direct,0.952003477528027
2013,pcpi_pch,0,rolling window,absolute,ar_annual-direct,0.55501576577092
2014,pcpi_pch,0,rolling window,absolute,ar_annual-direct,0.812485522101636
2015,pcpi_pch,0,rolling window,absolute,ar_annual-direct,0.867138544280505
2016,pcpi_pch,0,rolling window,absolute,ar_annual-direct,0.384576740941074
2017,pcpi_pch,0,rolling window,absolute,ar_annual-direct,0.496143822749709
2018,pcpi_pch,0,rolling window,absolute,ar_annual-direct,0.373054023718351
2019,pcpi_pch,0,rolling window,absolute,ar_annual-direct,0.371985602898927
2020,pcpi_pch,0,rolling window,absolute,ar_annual-direct,0.580485504539597
2021,pcpi_pch,0,rolling window,absolute,ar_annual-direct,1.34702207271167
2022,pcpi_pch,0,rolling window,absolute,ar_annual-direct,5.00544211031737
2023,pcpi_pch,0,rolling window,absolute,ar_annual-direct,0.833665306347384
2013,pcpi_pch,0.5,rolling window,absolute,ar_annual-direct,0.548061160975507
2014,pcpi_pch,0.5,rolling window,absolute,ar_annual-direct,0.81253836179733
2015,pcpi_pch,0.5,rolling window,absolute,ar_annual-direct,0.867444234775236
2016,pcpi_pch,0.5,rolling window,absolute,ar_annual-direct,0.384437360552118
2017,pcpi_pch,0.5,rolling window,absolute,ar_annual-direct,0.4983184595964
2018,pcpi_pch,0.5,rolling window,absolute,ar_annual-direct,0.373202326295212
2019,pcpi_pch,0.5,rolling window,absolute,ar_annual-direct,0.371984136820063
2020,pcpi_pch,0.5,rolling window,absolute,ar_annual-direct,0.58048561852077
2021,pcpi_pch,0.5,rolling window,absolute,ar_annual-direct,1.34702207271167
2022,pcpi_pch,0.5,rolling window,absolute,ar_annual-direct,5.00544211031737
2023,pcpi_pch,0.5,rolling window,absolute,ar_annual-direct,0.833665306347384
2013,pcpi_pch,1,rolling window,absolute,ar_annual-direct,0.53736869168112
2014,pcpi_pch,1,rolling window,absolute,ar_annual-direct,1.08934350429468
2015,pcpi_pch,1,rolling window,absolute,ar_annual-direct,1.1768338861189
2016,pcpi_pch,1,rolling window,absolute,ar_annual-direct,0.725446846940428
2017,pcpi_pch,1,rolling window,absolute,ar_annual-direct,0.450974879553535
2018,pcpi_pch,1,rolling window,absolute,ar_annual-direct,0.462046280720529
2019,pcpi_pch,1,rolling window,absolute,ar_annual-direct,0.42046252250776
2020,pcpi_pch,1,rolling window,absolute,ar_annual-direct,0.773435058745032
2021,pcpi_pch,1,rolling window,absolute,ar_annual-direct,0.848416914953049
2022,pcpi_pch,1,rolling window,absolute,ar_annual-direct,5.8916761466198
2023,pcpi_pch,1,rolling window,absolute,ar_annual-direct,2.78620694822755
2013,pcpi_pch,1.5,rolling window,absolute,ar_annual-direct,0.538487290115348
2014,pcpi_pch,1.5,rolling window,absolute,ar_annual-direct,1.08624101262134
2015,pcpi_pch,1.5,rolling window,absolute,ar_annual-direct,1.17685045221376
2016,pcpi_pch,1.5,rolling window,absolute,ar_annual-direct,0.725538198693656
2017,pcpi_pch,1.5,rolling window,absolute,ar_annual-direct,0.450988429394779
2018,pcpi_pch,1.5,rolling window,absolute,ar_annual-direct,0.462939323552941
2019,pcpi_pch,1.5,rolling window,absolute,ar_annual-direct,0.420487599825733
2020,pcpi_pch,1.5,rolling window,absolute,ar_annual-direct,0.773433407607868
2021,pcpi_pch,1.5,rolling window,absolute,ar_annual-direct,0.848416914953049
2022,pcpi_pch,1.5,rolling window,absolute,ar_annual-direct,5.8916761466198
2023,pcpi_pch,1.5,rolling window,absolute,ar_annual-direct,2.78620694822755
2013,ngdp_rpch,0,rolling window,absolute,ar_bic,0.254096585151428
2014,ngdp_rpch,0,rolling window,absolute,ar_bic,0.349605877039953
2015,ngdp_rpch,0,rolling window,absolute,ar_bic,0.340345474328566
2016,ngdp_rpch,0,rolling window,absolute,ar_bic,0.264653808253036
2017,ngdp_rpch,0,rolling window,absolute,ar_bic,0.310257920797408
2018,ngdp_rpch,0,rolling window,absolute,ar_bic,0.313888760377852
2019,ngdp_rpch,0,rolling window,absolute,ar_bic,0.280925783210007
2020,ngdp_rpch,0,rolling window,absolute,ar_bic,0.497603578864955
2021,ngdp_rpch,0,rolling window,absolute,ar_bic,0.912776105920155
2022,ngdp_rpch,0,rolling window,absolute,ar_bic,0.272578848758864
2023,ngdp_rpch,0,rolling window,absolute,ar_bic,0.21798676059045
2013,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.369044713201265
2014,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.696678416194995
2015,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.530479722152781
2016,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.425042203467984
2017,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.396085239864059
2018,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.458959907060058
2019,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.460326228252664
2020,ngdp_rpch,0.5,rolling window,absolute,ar_bic,3.24447979377143
2021,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.836441992609277
2022,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.452398878425007
2023,ngdp_rpch,0.5,rolling window,absolute,ar_bic,0.561841853328978
2013,ngdp_rpch,1,rolling window,absolute,ar_bic,0.810647802046051
2014,ngdp_rpch,1,rolling window,absolute,ar_bic,1.03881736464368
