target,horizon,method,error_method,source,score
pcpi_pch,0.5,rolling window,absolute,bvar,0.328567251910371
pcpi_pch,1,rolling window,absolute,bvar,0.744840050271013
pcpi_pch,1.5,rolling window,absolute,bvar,1.0653722767491
ngdp_rpch,0,rolling window,absolute,bvar_const,0.123046339877362
ngdp_rpch,0.5,rolling window,absolute,bvar_const,0.576172539162898
ngdp_rpch,1,rolling window,absolute,bvar_const,1.30451188850296
ngdp_rpch,1.5,rolling window,absolute,bvar_const,1.53853065498751
pcpi_pch,0,rolling window,absolute,bvar_const,0.0927003066332572
pcpi_pch,0.5,rolling window,absolute,bvar_const,0.365733350272976
pcpi_pch,1,rolling window,absolute,bvar_const,0.887409121759521
pcpi_pch,1.5,rolling window,absolute,bvar_const,1.34432453191878
ngdp_rpch,0,rolling window,absolute,bvar_const-direct,0.131096261010769
ngdp_rpch,0.5,rolling window,absolute,bvar_const-direct,0.584885760216763
ngdp_rpch,1,rolling window,absolute,bvar_const-direct,1.29031708583681
ngdp_rpch,1.5,rolling window,absolute,bvar_const-direct,1.52314515156433
pcpi_pch,0,rolling window,absolute,bvar_const-direct,0.107229949531844
pcpi_pch,0.5,rolling window,absolute,bvar_const-direct,0.473532019929444
pcpi_pch,1,rolling window,absolute,bvar_const-direct,1.0743958617806
pcpi_pch,1.5,rolling window,absolute,bvar_const-direct,1.40287650245733
ngdp_rpch,0,rolling window,absolute,bvar_qu-direct,0.120448577638547
ngdp_rpch,0.5,rolling window,absolute,bvar_qu-direct,0.549608161764499
ngdp_rpch,1,rolling window,absolute,bvar_qu-direct,1.19676990709687
ngdp_rpch,1.5,rolling window,absolute,bvar_qu-direct,1.45161801170851
pcpi_pch,0,rolling window,absolute,bvar_qu-direct,0.0935302994640423
pcpi_pch,0.5,rolling window,absolute,bvar_qu-direct,0.375823229795261
pcpi_pch,1,rolling window,absolute,bvar_qu-direct,0.834092717125165
pcpi_pch,1.5,rolling window,absolute,bvar_qu-direct,1.07442329938048
ngdp_rpch,0,rolling window,absolute,mean_ensemble,0.208246460473858
ngdp_rpch,0.5,rolling window,absolute,mean_ensemble,0.527725493941403
ngdp_rpch,1,rolling window,absolute,mean_ensemble,1.23387223958997
ngdp_rpch,1.5,rolling window,absolute,mean_ensemble,1.4922800090614
pcpi_pch,0,rolling window,absolute,mean_ensemble,0.107294033893054
pcpi_pch,0.5,rolling window,absolute,mean_ensemble,0.277336866823781
pcpi_pch,1,rolling window,absolute,mean_ensemble,0.730565436425178
pcpi_pch,1.5,rolling window,absolute,mean_ensemble,1.04763723413034
