country,target,target_year,forecast_season,horizon,forecast_year,prediction,tv_0.5,tv_1,tv_1.5,tv_2
CAN,ngdp_rpch,1990,S,0.5,1990,1.59789006371132,0.899131124413066,0.451506066299223,0.451506066299223,-0.480586045496023
CAN,ngdp_rpch,1990,F,0,1990,1.08157071989092,0.899131124413066,0.451506066299223,0.451506066299223,-0.480586045496023
CAN,ngdp_rpch,1991,S,1.5,1990,3.06538226564552,-1.49687178445941,-1.70549610170001,-1.70549610170001,-1.68800217732943
CAN,ngdp_rpch,1991,F,1,1990,1.0768083815881,-1.49687178445941,-1.70549610170001,-1.70549610170001,-1.68800217732943
CAN,ngdp_rpch,1991,S,0.5,1991,-1.12647194637109,-1.49687178445941,-1.70549610170001,-1.70549610170001,-1.68800217732943
CAN,ngdp_rpch,1991,F,0,1991,-0.854925132751283,-1.49687178445941,-1.70549610170001,-1.70549610170001,-1.68800217732943
CAN,ngdp_rpch,1992,S,1.5,1991,3.57480117550646,0.888050516991967,0.7227896523605,0.7227896523605,0.618322879233757
CAN,ngdp_rpch,1992,F,1,1991,3.75192969028642,0.888050516991967,0.7227896523605,0.7227896523605,0.618322879233757
CAN,ngdp_rpch,1992,S,0.5,1992,2.29581531724121,0.888050516991967,0.7227896523605,0.7227896523605,0.618322879233757
CAN,ngdp_rpch,1992,F,0,1992,2.09564791615211,0.888050516991967,0.7227896523605,0.7227896523605,0.618322879233757
CAN,ngdp_rpch,1993,S,1.5,1992,4.90001426942011,2.389975312307,2.21724997230723,2.21724997230723,2.22006393737
CAN,ngdp_rpch,1993,F,1,1992,4.38111574260593,2.389975312307,2.21724997230723,2.21724997230723,2.22006393737
CAN,ngdp_rpch,1993,S,0.5,1993,3.17826121317613,2.389975312307,2.21724997230723,2.21724997230723,2.22006393737
CAN,ngdp_rpch,1993,F,0,1993,2.59457812358486,2.389975312307,2.21724997230723,2.21724997230723,2.22006393737
CAN,ngdp_rpch,1994,S,1.5,1993,4.39924204846924,4.51308893354374,4.58510398208867,4.58510398208867,4.06981076521693
CAN,ngdp_rpch,1994,F,1,1993,3.82902900720978,4.51308893354374,4.58510398208867,4.58510398208867,4.06981076521693
CAN,ngdp_rpch,1994,S,0.5,1994,3.46214585497351,4.51308893354374,4.58510398208867,4.58510398208867,4.06981076521693
CAN,ngdp_rpch,1994,F,0,1994,4.13843169004209,4.51308893354374,4.58510398208867,4.58510398208867,4.06981076521693
CAN,ngdp_rpch,1995,S,1.5,1994,4.07515122834448,2.23501352767321,2.32691448175109,2.32691448175109,2.32691448175109
CAN,ngdp_rpch,1995,F,1,1994,3.81815615525405,2.23501352767321,2.32691448175109,2.32691448175109,2.32691448175109
CAN,ngdp_rpch,1995,S,0.5,1995,4.33472513146891,2.23501352767321,2.32691448175109,2.32691448175109,2.32691448175109
CAN,ngdp_rpch,1995,F,0,1995,2.1953262284766,2.23501352767321,2.32691448175109,2.32691448175109,2.32691448175109
CAN,ngdp_rpch,1996,S,1.5,1995,2.59209610577809,1.47168684747865,1.47168684747865,1.23911226081725,1.23911226081725
CAN,ngdp_rpch,1996,F,1,1995,2.66288720383014,1.47168684747865,1.47168684747865,1.23911226081725,1.23911226081725
CAN,ngdp_rpch,1996,S,0.5,1996,1.92495861431339,1.47168684747865,1.47168684747865,1.23911226081725,1.23911226081725
CAN,ngdp_rpch,1996,F,0,1996,1.38504155124655,1.47168684747865,1.47168684747865,1.23911226081725,1.23911226081725
CAN,ngdp_rpch,1997,S,1.5,1996,2.9312419704095,3.82107826364975,3.696491158653,3.80485307533645,3.95087773132343
CAN,ngdp_rpch,1997,F,1,1996,3.19396850408649,3.82107826364975,3.696491158653,3.80485307533645,3.95087773132343
CAN,ngdp_rpch,1997,S,0.5,1997,3.46060617736392,3.82107826364975,3.696491158653,3.80485307533645,3.95087773132343
CAN,ngdp_rpch,1997,F,0,1997,3.72033861047598,3.82107826364975,3.696491158653,3.80485307533645,3.95087773132343
CAN,ngdp_rpch,1998,S,1.5,1997,3.44317106680938,2.98621925529794,3.10369469306828,3.10369469306828,3.3114809211632
CAN,ngdp_rpch,1998,F,1,1997,3.49725285244804,2.98621925529794,3.10369469306828,3.10369469306828,3.3114809211632
CAN,ngdp_rpch,1998,S,0.5,1998,3.15161149618541,2.98621925529794,3.10369469306828,3.10369469306828,3.3114809211632
CAN,ngdp_rpch,1998,F,0,1998,3.04230242163008,2.98621925529794,3.10369469306828,3.10369469306828,3.3114809211632
CAN,ngdp_rpch,1999,S,1.5,1998,2.81742168616894,4.18829367801352,4.54298208317796,4.54298208317796,5.0656985255545
CAN,ngdp_rpch,1999,F,1,1998,2.52391674655363,4.18829367801352,4.54298208317796,4.54298208317796,5.0656985255545
CAN,ngdp_rpch,1999,S,0.5,1999,2.56328626382356,4.18829367801352,4.54298208317796,4.54298208317796,5.0656985255545
CAN,ngdp_rpch,1999,F,0,1999,3.55787950200284,4.18829367801352,4.54298208317796,4.54298208317796,5.0656985255545
CAN,ngdp_rpch,2000,S,1.5,1999,2.46569750077601,4.68398893955608,4.43097296070909,4.43097296070909,4.53133522794009
